,Flow Name
8473,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.feature_selection._variance_threshold.VarianceThreshold,step_2=sklearn.naive_bayes.BernoulliNB)"
8483,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.feature_selection._univariate_selection.SelectKBest,step_2=sklearn.linear_model._stochastic_gradient.SGDClassifier)"
8493,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.cluster._agglomerative.FeatureAgglomeration,step_2=sklearn.naive_bayes.BernoulliNB)"
8502,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.preprocessing._data.PolynomialFeatures,step_2=sklearn.svm._classes.SVC)"
8509,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.decomposition._pca.PCA,step_2=sklearn.ensemble._weight_boosting.AdaBoostClassifier)"
8512,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.cluster._agglomerative.FeatureAgglomeration,step_2=sklearn.naive_bayes.BernoulliNB)"
8522,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.preprocessing._data.PolynomialFeatures,step_2=sklearn.ensemble._hist_gradient_boosting.gradient_boosting.HistGradientBoostingClassifier)"
8524,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.decomposition._fastica.FastICA,step_2=sklearn.naive_bayes.BernoulliNB)"
8533,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.decomposition._factor_analysis.FactorAnalysis,step_2=sklearn.naive_bayes.BernoulliNB)"
8535,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.feature_selection._univariate_selection.SelectPercentile,step_2=sklearn.naive_bayes.BernoulliNB)"
8540,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.decomposition._factor_analysis.FactorAnalysis,step_2=sklearn.ensemble._forest.RandomForestClassifier)"
8541,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.decomposition._fastica.FastICA,step_2=sklearn.naive_bayes.BernoulliNB)"
8559,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.feature_selection._univariate_selection.SelectKBest,step_2=sklearn.tree._classes.DecisionTreeClassifier)"
8564,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.feature_selection._univariate_selection.SelectKBest,step_2=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
8568,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.feature_selection._univariate_selection.SelectKBest,step_2=sklearn.ensemble._weight_boosting.AdaBoostClassifier)"
8569,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.preprocessing._data.PolynomialFeatures,step_2=sklearn.naive_bayes.BernoulliNB)"
8572,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.decomposition._pca.PCA,step_2=sklearn.svm._classes.SVC)"
8574,"sklearn.pipeline.Pipeline(step_0=sklearn.feature_selection._univariate_selection.SelectKBest,step_1=sklearn.svm._classes.SVC)"
8585,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._pca.PCA,step_2=sklearn.linear_model._stochastic_gradient.SGDClassifier)"
8586,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._fastica.FastICA,step_2=sklearn.svm._classes.SVC)"
8589,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._kernel_pca.KernelPCA,step_2=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
8593,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._kernel_pca.KernelPCA,step_2=sklearn.tree._classes.DecisionTreeClassifier)"
8594,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._pca.PCA,step_2=sklearn.ensemble._weight_boosting.AdaBoostClassifier)"
8595,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._kernel_pca.KernelPCA,step_2=sklearn.linear_model._stochastic_gradient.SGDClassifier)"
8596,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.feature_selection._variance_threshold.VarianceThreshold,step_2=sklearn.linear_model._stochastic_gradient.SGDClassifier)"
8597,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.feature_selection._univariate_selection.SelectKBest,step_2=sklearn.ensemble._weight_boosting.AdaBoostClassifier)"
8599,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._fastica.FastICA,step_2=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
8600,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._factor_analysis.FactorAnalysis,step_2=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
8601,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.preprocessing._data.PolynomialFeatures,step_2=sklearn.ensemble._forest.RandomForestClassifier)"
8602,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.feature_selection._univariate_selection.SelectKBest,step_2=sklearn.tree._classes.DecisionTreeClassifier)"
8603,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.feature_selection._variance_threshold.VarianceThreshold,step_2=sklearn.ensemble._forest.RandomForestClassifier)"
8608,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.preprocessing._data.PolynomialFeatures,step_2=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
8609,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._fastica.FastICA,step_2=sklearn.ensemble._forest.RandomForestClassifier)"
8610,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._fastica.FastICA,step_2=sklearn.ensemble._weight_boosting.AdaBoostClassifier)"
8612,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._kernel_pca.KernelPCA,step_2=sklearn.ensemble._weight_boosting.AdaBoostClassifier)"
8613,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._fastica.FastICA,step_2=sklearn.ensemble._hist_gradient_boosting.gradient_boosting.HistGradientBoostingClassifier)"
8616,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._fastica.FastICA,step_2=sklearn.linear_model._stochastic_gradient.SGDClassifier)"
8617,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._factor_analysis.FactorAnalysis,step_2=sklearn.svm._classes.SVC)"
8618,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._kernel_pca.KernelPCA,step_2=sklearn.ensemble._forest.RandomForestClassifier)"
8621,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._fastica.FastICA,step_2=sklearn.tree._classes.DecisionTreeClassifier)"
8622,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._pca.PCA,step_2=sklearn.svm._classes.SVC)"
8623,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.feature_selection._univariate_selection.SelectKBest,step_2=sklearn.svm._classes.SVC)"
8625,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.preprocessing._data.PolynomialFeatures,step_2=sklearn.tree._classes.DecisionTreeClassifier)"
8626,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.feature_selection._variance_threshold.VarianceThreshold,step_2=sklearn.ensemble._weight_boosting.AdaBoostClassifier)"
8628,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._kernel_pca.KernelPCA,step_2=sklearn.ensemble._hist_gradient_boosting.gradient_boosting.HistGradientBoostingClassifier)"
8630,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._factor_analysis.FactorAnalysis,step_2=sklearn.linear_model._stochastic_gradient.SGDClassifier)"
8639,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._pca.PCA,step_2=sklearn.tree._classes.DecisionTreeClassifier)"
8640,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._factor_analysis.FactorAnalysis,step_2=sklearn.ensemble._forest.RandomForestClassifier)"
8647,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.feature_selection._univariate_selection.SelectKBest,step_2=sklearn.ensemble._hist_gradient_boosting.gradient_boosting.HistGradientBoostingClassifier)"
8648,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.feature_selection._variance_threshold.VarianceThreshold,step_2=sklearn.svm._classes.SVC)"
8649,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._pca.PCA,step_2=sklearn.ensemble._hist_gradient_boosting.gradient_boosting.HistGradientBoostingClassifier)"
8650,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.feature_selection._univariate_selection.SelectKBest,step_2=sklearn.linear_model._stochastic_gradient.SGDClassifier)"
8666,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._pca.PCA,step_2=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
8667,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._factor_analysis.FactorAnalysis,step_2=sklearn.ensemble._hist_gradient_boosting.gradient_boosting.HistGradientBoostingClassifier)"
8671,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._pca.PCA,step_2=sklearn.ensemble._forest.RandomForestClassifier)"
8672,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._factor_analysis.FactorAnalysis,step_2=sklearn.ensemble._weight_boosting.AdaBoostClassifier)"
8673,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.feature_selection._variance_threshold.VarianceThreshold,step_2=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
8675,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._factor_analysis.FactorAnalysis,step_2=sklearn.tree._classes.DecisionTreeClassifier)"
8677,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.preprocessing._data.PolynomialFeatures,step_2=sklearn.svm._classes.SVC)"
8679,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._kernel_pca.KernelPCA,step_2=sklearn.svm._classes.SVC)"
8681,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.feature_selection._variance_threshold.VarianceThreshold,step_2=sklearn.ensemble._hist_gradient_boosting.gradient_boosting.HistGradientBoostingClassifier)"
8692,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.feature_selection._univariate_selection.SelectKBest,step_2=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
8694,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.feature_selection._univariate_selection.SelectKBest,step_2=sklearn.ensemble._forest.RandomForestClassifier)"
8696,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.preprocessing._data.PolynomialFeatures,step_2=sklearn.linear_model._stochastic_gradient.SGDClassifier)"
8699,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.feature_selection._variance_threshold.VarianceThreshold,step_2=sklearn.tree._classes.DecisionTreeClassifier)"
8752,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.compose._column_transformer.ColumnTransformer(enc=sklearn.preprocessing._encoders.OneHotEncoder),variencethreshold=sklearn.feature_selection._variance_threshold.VarianceThreshold,classifier=sklearn.ensemble._weight_boosting.AdaBoostClassifier(base_estimator=sklearn.tree._classes.DecisionTreeClassifier))"
8755,sklearn.feature_selection._variance_threshold.VarianceThreshold
8762,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.compose._column_transformer.ColumnTransformer(enc=sklearn.preprocessing._encoders.OneHotEncoder),variencethreshold=sklearn.feature_selection._variance_threshold.VarianceThreshold,classifier=sklearn.ensemble._forest.RandomForestClassifier)"
8767,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.compose._column_transformer.ColumnTransformer(enc=sklearn.preprocessing._encoders.OneHotEncoder),scaling=sklearn.preprocessing._data.StandardScaler,variencethreshold=sklearn.feature_selection._variance_threshold.VarianceThreshold,classifier=sklearn.svm._classes.SVC)"
8771,sklearn.feature_selection._variance_threshold.VarianceThreshold
8772,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,scaling=sklearn.preprocessing.data.StandardScaler,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.svm.classes.SVC)"
8775,sklearn.feature_selection.variance_threshold.VarianceThreshold
8788,"sklearn.pipeline.Pipeline(transform=sklearn.compose._column_transformer.ColumnTransformer(cat=sklearn.pipeline.Pipeline(onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder,truncatedsvd=sklearn.decomposition._truncated_svd.TruncatedSVD),cont=sklearn.impute._base.SimpleImputer),estimator=sklearn.ensemble._forest.RandomForestClassifier)"
8789,"sklearn.compose._column_transformer.ColumnTransformer(cat=sklearn.pipeline.Pipeline(onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder,truncatedsvd=sklearn.decomposition._truncated_svd.TruncatedSVD),cont=sklearn.impute._base.SimpleImputer)"
8790,"sklearn.pipeline.Pipeline(onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder,truncatedsvd=sklearn.decomposition._truncated_svd.TruncatedSVD)"
8792,sklearn.decomposition._truncated_svd.TruncatedSVD
8797,"sklearn.pipeline.Pipeline(minmaxscaler=sklearn.preprocessing.data.MinMaxScaler,polynomialfeatures=sklearn.preprocessing.data.PolynomialFeatures,pca=sklearn.decomposition.pca.PCA,randomforestclassifier=sklearn.ensemble.forest.RandomForestClassifier)"
8799,sklearn.preprocessing.data.PolynomialFeatures
8800,sklearn.decomposition.pca.PCA
8805,"sklearn.pipeline.Pipeline(polynomialfeatures=sklearn.preprocessing.data.PolynomialFeatures,minmaxscaler=sklearn.preprocessing.data.MinMaxScaler,pca=sklearn.decomposition.pca.PCA,randomforestclassifier=sklearn.ensemble.forest.RandomForestClassifier)"
8806,"sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler,pca=sklearn.decomposition.pca.PCA,randomforestclassifier=sklearn.ensemble.forest.RandomForestClassifier)"
8807,"sklearn.pipeline.Pipeline(minmaxscaler=sklearn.preprocessing.data.MinMaxScaler,pca=sklearn.decomposition.pca.PCA,randomforestclassifier=sklearn.ensemble.forest.RandomForestClassifier)"
8809,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,kernelpca=sklearn.decomposition.kernel_pca.KernelPCA,randomforestclassifier=sklearn.ensemble.forest.RandomForestClassifier)"
